nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0012995	Rodolphe Agesilas	\N	\N	make_up_department	tt0167566
nm0012996	I. Ageychenkov	\N	\N	actor	tt0229743
nm0012997	Igor Ageev	1958	\N	writer,actor	tt0319297,tt0101943,tt2677896,tt0095471
nm0012998	Inna Ageeva	1965	\N	actress	tt0108474,tt0179186,tt5692418,tt0102244
nm0012999	Olga Ageyeva	1957	\N	actress	tt0261181,tt5492292,tt0086124,tt0129564
nm0013000	Svetlana Ageeva	1941	2020	actress	tt0059550,tt3033116,tt0314826,tt0170819
nm0013001	Elena Kapitsa	1956	\N	actress	tt0262477,tt4914556,tt0182056,tt0093772
nm0013002	Robert Agganis	\N	\N	camera_department,cinematographer,visual_effects	tt0133093,tt0093773,tt0094152,tt0118929
nm0013003	Don Aggar	\N	\N	writer	tt0041014
nm0013004	Anu Agrawal	1969	\N	actress	tt0149573,tt0108329,tt0113457,tt0280832
nm0013005	Betty McCormick	\N	\N	manager,casting_director,casting_department	tt0110168,tt11256478,tt0080392,tt0112483
nm0013006	Angela Aggeler	\N	\N	actress	tt0150456
nm0013007	Brian Aggeler	\N	\N	actor	tt0150456
nm0013008	Melissa Aggeles	\N	\N	miscellaneous	tt0118715
nm0013009	Gay Aggeli	\N	\N	director,writer,producer	tt0236509,tt0490180,tt1558771,tt0490153
nm0013010	Panos Angelopoulos	\N	\N	director,writer,producer	tt0236187,tt0965427,tt1185011,tt0359229
nm0013011	Anna Aggelopoulou	\N	\N	actress	tt0114863
nm0013012	Eleni Angelopoulos	1985	\N	assistant_director,music_department,producer	tt0156794,tt0114863,tt1389087,tt0366721
nm0013013	Katerina Angelopoulou	\N	\N	actress,assistant_director,set_decorator	tt1389087,tt0366721,tt0114863
nm0013014	Henrik Agger	\N	\N	actor	tt0182596,tt0123308
nm0013015	Petrine Agger	1962	\N	actress	tt0245027,tt1526318,tt0481995,tt1337060
nm0013016	Søren Agger	\N	\N	actor	tt0224465,tt0111626
nm0013017	Winnie Agger	\N	\N	actress	tt0156815
nm0013018	Svend Aggerholm	1875	1940	actor	tt2346656,tt2410532,tt2346748,tt2399036
nm0013019	Carlotta Aggravi	1982	\N	actress	tt0128929,tt0205620,tt0168348,tt0295266
nm0013020	Graham Aggrey	\N	\N	actor	tt0123355,tt0105977,tt0298685,tt0115096
nm0013021	John Aggrey	\N	\N		tt0114980
nm0013022	Richmond L. Aguilar	1931	\N	camera_department,actor,cinematographer	tt0212346,tt0112722,tt0087332,tt0064276
nm0013023	Agha	1914	1995	actor	tt0076167,tt0072972,tt0213447,tt0156254
nm0013024	Alia Agha	\N	\N	visual_effects,miscellaneous	tt0319262,tt1440129,tt0111280,tt0371746
nm0013026	Jalal Agha	\N	1995	actor,director,writer	tt6291976,tt0073707,tt0083987,tt0172509
nm0013027	S.M. Agha	\N	\N	director	tt0232154
nm0013028	Salma Agha	\N	\N	music_department,actress,soundtrack	tt0158827,tt3741834,tt0493557,tt0232291
nm0013029	Shah Agha	\N	\N	actor	tt0232529,tt0077451,tt0133188,tt0377632
nm0013030	Ali Aghababai	\N	\N	assistant_director,camera_department	tt0255094,tt0403359
nm0013031	Manijeh Aghai	\N	\N	actress	tt0149071,tt0091545,tt1086863,tt1137383
nm0013032	Amadou Aghaly	\N	\N	miscellaneous	tt0099218
nm0013033	Odero Aghan	\N	\N	actor	tt0132563
nm0013034	Jeff Aghassi	\N	\N	manager,location_management,producer	tt3415136,tt1872068,tt0114614,tt0115988
nm0013035	Jon Aghassian	\N	\N	visual_effects,animation_department	tt0253556,tt1464540,tt0115857,tt1300854
nm0013036	Ray Aghayan	1928	2011	costume_designer,costume_department,producer	tt0073026,tt0068828,tt0064357,tt0059557
nm0013037	Shohreh Aghdashloo	1952	\N	actress,producer,soundtrack	tt3230854,tt2660888,tt0285331,tt0315983
nm0013038	Natascha Aghfurian	\N	\N	actress	tt0099195
nm0013039	Morteza Aghili	1944	\N	actor,director,writer	tt11198848,tt11198870,tt11383472,tt7216594
nm0013040	Anne Aghion	\N	\N	director,producer,writer	tt1234433,tt0217786,tt0419841,tt1400357
nm0013041	Gabriel Aghion	1955	\N	director,writer,assistant_director	tt0122441,tt0217028,tt0117412,tt0100524
nm0013042	Philippe Aghion	\N	\N	writer	tt0217028
nm0013043	Christian Aghren-Williams	\N	\N	actress	tt0177255
nm0013044	Arend Agthe	1949	\N	director,writer,producer	tt1205478,tt0163264,tt0107306,tt4501276
nm0013045	Corinne Aghte	\N	\N	actress	tt0186730
nm0013046	Marc Agi	\N	\N	writer	tt10122902,tt12477970,tt0251493
nm0013047	Yôko Aki	\N	\N	actress,soundtrack,writer	tt0081503,tt0872023,tt0373786,tt0122880
nm0013048	David Agiashvili	1949	2014	producer,actor,executive	tt2090447,tt2387575,tt0274516,tt2184416
nm0013049	Nika Agiashvili	1979	\N	writer,producer,director	tt7615052,tt14369362,tt4448052,tt2387575
nm0013050	Rosemary Agiato	\N	\N	actress	tt0105431
nm0013051	Tony Agiato	\N	\N	actor	tt0105431
nm0013052	Jenana Agic	\N	\N	art_department	tt0167183
nm0013053	Tijana Agic-Gaudio	\N	\N	art_department,production_designer,costume_department	tt0337646,tt0160414,tt0133412,tt0160338
nm0013054	Paul Agid	\N	\N	visual_effects	tt0107206
nm0013055	Salomé Agid	\N	\N	actress	tt0215223
nm0013056	Awaovieyi Agie	\N	\N	actor	tt0314353,tt0103442,tt0430105,tt0115085
nm0013057	Pierre Agil	\N	\N	actor	tt0167654,tt0064423,tt0079761,tt0083647
nm0013058	Yuri Agilin	\N	\N	actor	tt0072208
nm0013060	Georges Agiman	\N	\N	producer,manager	tt0157673,tt0136500,tt0045060,tt0051068
nm0013061	Bill Agin	\N	\N	actor	tt0091734
nm0013062	Dan Agin	\N	\N	actor	tt0091734
nm0013063	Dick Agin	\N	\N	actor	tt0091734
nm0013064	Jeff Agin	\N	\N	actor	tt0091734
nm0013065	Mosley Agin	1985	\N	actress,writer,producer	tt11743684,tt14648106,tt11204208,tt13064592
nm0013066	Milton Agins	1922	2000	production_manager,miscellaneous	tt0041544,tt0244170
nm0013067	Robert Agins	\N	\N	actor	tt0090863
nm0013068	Kontxa Agirretxe	\N	\N	costume_department,costume_designer	tt0085972,tt0107479
nm0013069	Gaby Agis	\N	\N	actress	tt0410057,tt0119577
nm0013070	Marijam Agischewa	1958	\N	actress	tt0070981,tt0892183,tt0103420,tt0178142
nm0013072	Odelsha Agishev	1939	\N	writer	tt0072016,tt0171095,tt0196149,tt0065548
nm0013073	Roza Agisheva	1963	\N	actress	tt0068374,tt0073377
nm0013074	Jamie Agius	\N	\N	actor	tt0091948
nm0013075	Keith Agius	1963	\N	actor	tt0103511,tt0389617,tt0117786,tt0108709
nm0013076	Louis Agius	\N	\N	actor	tt0094750
nm0013077	Valentina Agius	1970	\N	actress	tt0165489
nm0013078	Phil Agland	1950	\N	producer,director,cinematographer	tt2221626,tt0320953,tt0109419,tt6226174
nm0013079	Stefan Aglassinger	\N	\N	cinematographer,camera_department,director	tt5986702,tt3529868,tt0109007,tt1704348
nm0013080	Aglaë	1933	1984	actress,soundtrack	tt0154044,tt4541660,tt0159608,tt0070933
nm0013081	D.C. Agle	\N	\N	producer,writer	tt0229980,tt13932270
nm0013082	Giorgio Agliani	1910	1996	producer,production_manager,director	tt0210052,tt0059055,tt0056026,tt0039233
nm0013083	Peter Agliata	\N	\N	camera_department,cinematographer	tt1568338,tt0338013,tt1176740,tt1659337
nm0013084	Jennifer Agliato	\N	\N	actress	tt0246409
nm0013085	Silvana Aglietti	\N	\N	actress	tt0140684
nm0013086	Michael D. Aglion	\N	\N	producer,manager,sound_department	tt0110598,tt0114936,tt0115738,tt0157030
nm0013087	Antonello Aglioti	1948	2013	director,actor,writer	tt0092728,tt0104251,tt0104337,tt10901928
nm0013088	Susan Aglukark	1967	\N	music_department,soundtrack,producer	tt0127391,tt0234135,tt9386518,tt4085940
nm0013089	Gunnar Aglund	\N	\N	miscellaneous	tt0102982
nm0013090	Ami Agmon	1949	1991	miscellaneous,location_management,production_manager	tt0085636,tt0085340,tt0082495,tt0080711
nm0013092	Eran Agmon	\N	\N	actor	tt0141591
nm0013093	Ya'ackov Agmon	1929	2020	producer	tt0141591,tt0498418,tt12950146,tt8104208
nm0013094	Tom Agna	\N	\N	writer,producer,actor	tt0460667,tt0106052,tt0118285,tt0500094
nm0013095	Pat Agnasin	\N	\N	art_department,animation_department,cinematographer	tt0092106,tt0086817,tt0115215,tt0278238
nm0013096	Jean-Philippe Agnan	\N	\N	camera_department,cinematographer	tt1827389,tt0097382,tt0072052,tt0069472
nm0013097	Mokhtar Agnaou	\N	\N	actor	tt0096143
nm0013098	Anita Agnas	\N	\N	music_department	tt0106157,tt0122830
nm0013099	Joakim Agnas	\N	\N	music_department	tt0451160,tt0310442,tt0122830,tt0113919
nm0013100	Urban Agnas	\N	\N	music_department	tt0113919,tt0096202
nm0013102	Henri Agnel	\N	\N	composer	tt0234641,tt0179338
nm0013103	Louis Agnel	\N	\N	actor	tt0033151
nm0013104	Raymond Agnel	1893	1967	cinematographer	tt0160625,tt0160781,tt0199751,tt0477897
nm0013105	Raymond Agnell	\N	\N	actor	tt0006393
nm0013106	Sigurd Agnell	\N	\N	cinematographer,director,camera_department	tt0858444,tt9234404,tt0179208,tt9298904
nm0013107	Donald Agnelli	\N	\N	actor	tt1071963,tt3743822,tt0361227,tt0810913
nm0013108	Giovanni Agnelli	1921	2003		tt7462168,tt0170896,tt2091245,tt1141459
nm0013109	Irene Agnelli	\N	\N	actress	tt0059619
nm0013110	Linda Agnelli	\N	\N	producer	tt0174180
nm0013111	Linda Lou Agnelli	\N	\N	art_department	tt0086143,tt0083630
nm0013112	Alessandro Agnello	\N	\N	actor	tt4871736,tt0422621,tt1081935,tt8118950
nm0013113	Barone Francesco Agnello	\N	2010	actor	tt2849500,tt0093966
nm0013114	P. Michael Agnello	\N	\N	miscellaneous,camera_department,assistant_director	tt0118379,tt0115168,tt0161216,tt0123396
nm0013115	Robert Agnello	\N	\N	music_department,sound_department	tt0458241,tt0190209
nm0013116	Tom Agnello	\N	\N	cinematographer,camera_department,editor	tt3326880,tt7033092,tt1744760,tt4503190
nm0013117	Agnes	1976	\N	actress	tt0846969,tt0307106,tt0413973,tt1289840
nm0013118	Kristina Agnes	\N	\N	actress	tt0166839
nm0013119	Norma Dell'Agnese	1954	\N	actress,miscellaneous	tt0106087,tt0080388,tt0176783,tt0098457
nm0013120	Chicco Agnese	\N	\N	producer,actor	tt3776514,tt0117367
nm0013121	Alice Agneskirchner	1966	\N	director,writer	tt1017946,tt10912168,tt0350036,tt0226614
nm0013122	Anthony Agnew	\N	\N	actor	tt0106028,tt0161106
nm0013123	Bill Agnew	\N	\N	actor	tt0106179,tt1138475,tt0165199
nm0013124	Brendan Agnew	\N	\N	actor	tt0058935,tt0067104
nm0013125	Brian Agnew	\N	\N	cinematographer,camera_department	tt0104922,tt0427229,tt0454402,tt0117070
nm0013126	Brian Agnew	\N	\N	producer	tt0121744,tt0165477
nm0013128	Chloë Agnew	1989	\N	soundtrack,actress	tt6040508,tt6525264,tt2200999,tt2484126
nm0013129	Diane Agnew	\N	\N	actress	tt0096644,tt0091618
nm0013130	Frances Agnew	1891	1967	writer	tt0020470,tt0019112,tt0019216,tt0020308
nm0013131	George McDowell Agnew	\N	\N	location_management,miscellaneous,production_manager	tt0110216,tt0424136,tt0091129,tt0097428
nm0013132	Hailey Ellen Quinn	1986	\N	actress	tt0095169
nm0013133	Harold Agnew	1921	2013	miscellaneous	tt0298506,tt0911010,tt1559008,tt1669815
nm0013134	Iain Agnew	\N	\N	actor	tt0217505,tt0115751,tt1059242,tt0866439
nm0013136	James Agnew	\N	\N	producer,miscellaneous	tt0165477,tt0121744
nm0013137	James D. Agnew	\N	\N	actor	tt0119361
nm0013138	Jim Agnew	\N	\N	producer,writer,director	tt2401807,tt5864904,tt1107816,tt1446072
nm0013139	Jonathan Agnew	\N	\N	art_department,editorial_department,miscellaneous	tt0101324,tt0097108,tt0100280
nm0013140	Joss Agnew	\N	\N	director,editorial_department,miscellaneous	tt10893694,tt3636060
nm0013142	Julie Agnew	\N	\N	actress	tt0165199
nm0013143	Kate Agnew	\N	\N	actress	tt0342134,tt0113658,tt0165196,tt0094481
nm0013144	Michael Agnew	\N	\N	assistant_director,writer,miscellaneous	tt3710772,tt3710780,tt3710776,tt3710794
nm0013145	Michelle Agnew	\N	\N	actress	tt0112178,tt0118754,tt0118411,tt0309622
nm0013146	Mike Agnew	\N	\N	director,production_manager,miscellaneous	tt0094535,tt4287982,tt0274263,tt0486530
nm0013147	MYC Agnew	\N	\N	producer,actor,director	tt8639326,tt13458414,tt2488666,tt8273104
nm0013148	Pinky Agnew	\N	\N	actress	tt0387363,tt0130412,tt3855236
nm0013149	Robert Agnew	1899	1983	assistant_director,actor,soundtrack	tt0014499,tt0013016,tt0018985,tt0040567
nm0013151	Robert Agnew	\N	\N	production_manager	tt0056552,tt0057449,tt0056331,tt0055304
nm0013152	Spiro Agnew	1918	1996		tt0065308,tt0043224,tt0208610,tt0066398
nm0013153	Steve Agnew	\N	\N	actor,stunts	tt1486192,tt1191971,tt0095709,tt1446147
nm0013154	Tom Agnew	\N	\N	actor	tt0101325
nm0013155	Valerie M. Agnew	\N	\N	actress,producer	tt0116589,tt5171984,tt0463028,tt0113729
nm0013156	Umesh Agnihatri	\N	\N	actor	tt0205721
nm0013157	Apoorva Agnihotri	1972	\N	actor	tt1507145,tt0209263,tt0401949,tt0119861
nm0013158	Atul Agnihotri	1970	\N	actor,producer,director	tt0396563,tt1087856,tt7721800,tt1729637
nm0013159	Rati Agnihotri	1960	\N	actress	tt0260207,tt0090138,tt0359875,tt0082314
nm0013160	Sunil Agnihotri	\N	\N	director,producer,assistant_director	tt0289685,tt1238718,tt4087770,tt0104660
nm0013161	Samantha Agnoff	\N	\N	actress	tt0138289
nm0013162	Baccio Agnoletti	\N	\N	writer	tt0038306,tt0047658,tt0039348,tt0046824
nm0013163	Guido Agnoletti	\N	\N	actor	tt0038741
nm0013164	Mario Agnoletti	\N	\N	actor	tt0113049
nm0013165	Shmuel Yosef Agnon	1888	1970	writer	tt0152383,tt2200985
nm0013166	Frank C. Agnone II	1968	\N	producer,animation_department	tt0158983,tt0121955,tt0372588,tt2133326
nm0013167	Frank Agnone	\N	\N	art_department	tt0060955,tt0059678,tt0057115,tt0058576
nm0013168	Maria de Lourdes Agnostópoulos	\N	\N	actress	tt0227960
nm0013169	Jean-Michel Agnoux	\N	\N	director	tt0828657,tt1070641,tt0887983,tt0232281
nm0013170	Elin Agnred	\N	\N	actress,production_designer	tt1430141,tt0093402
nm0013171	Knut Agnred	1956	\N	actor,writer,composer	tt0093402,tt0261456,tt0090478,tt0096611
nm0013172	Vivi Agnred	\N	\N	actress	tt0093402
nm0013173	Robert Angus	1917	1996	producer,editor,editorial_department	tt0222853,tt0042206,tt0041023,tt0049857
nm0013174	Marie Agnès	\N	\N	actress	tt0086533
nm0013175	Dino Ago	\N	\N	miscellaneous	tt0183816,tt1934404,tt0200172
nm0013176	John Steven Agoglia	\N	\N	location_management,producer,production_manager	tt1636826,tt0246578,tt0120241,tt0160862
nm0013177	Elizabeth Agombar	\N	\N	costume_department,costume_designer	tt0397833,tt0298668,tt0046286,tt0409587
nm0013178	Joel Agona	\N	\N	actor	tt0086617
nm0013179	Geraldine Agoncillo	\N	\N	camera_department	tt0118543
nm0013180	Peter Agoos	\N	\N	art_department,sound_department	tt0176357,tt0272887
nm0013181	Agop	\N	\N	actor	tt0093030
nm0013182	Eric Agopian	\N	\N	miscellaneous,assistant_director	tt0291928,tt0118727,tt0119643,tt0250081
nm0013183	Ilie Agopian	\N	\N	producer,cinematographer,camera_department	tt4136984,tt1043408,tt0923157,tt0095239
nm0013184	Hasmik Agopyan	1879	1947	actress	tt0266972,tt0266859,tt0020285,tt0183120
nm0013185	Takis Agoris	\N	\N	actor	tt0090931,tt0222027
nm0013186	Badjagbo Agossou	\N	\N	transportation_department	tt0279659
nm0013187	Ignazio Agosta	\N	\N	assistant_director,director,writer	tt0086074,tt0106201,tt0076884,tt0122773
nm0013188	Elvira Agosti	\N	\N	actress	tt0067866
nm0013189	Gus Agosti	1911	1998	assistant_director	tt0059800,tt0050212,tt0062803,tt0052618
nm0013191	Luisa Agosti	\N	\N	actress	tt0034722
nm0013192	Paola Agosti	\N	\N	actress,miscellaneous,assistant_director	tt0118098,tt0093004,tt0188209,tt0114809
nm0013193	Silvano Agosti	1938	\N	editor,director,writer	tt0073444,tt0067470,tt0093807,tt0105702
nm0013194	Claudio Agostinelli	\N	\N	miscellaneous,production_manager,location_management	tt0047272,tt0148011,tt0056207,tt0054225
nm0013195	Claudio Agostinelli	\N	\N	actor	tt0048739
nm0013197	Massimo Agostinelli	1987	\N	actor,miscellaneous	tt0339160,tt0144784,tt14070888
nm0013198	Artur Agostinho	1920	2011	actor,producer	tt0900892,tt0039239,tt0495652,tt0039563
nm0013199	Mário Agostinho	\N	\N		tt0059959
nm0013200	Rui Agostinho	\N	\N	actor	tt0135080
nm0013201	Alain Agostini	\N	\N	production_manager,location_management,assistant_director	tt0237534,tt4322508,tt0122690,tt0100851
nm0013202	Albert Agostini	1957	\N	production_manager,location_management,transportation_department	tt0184030,tt0148650,tt0103454,tt0097318
nm0013203	Alexandrine Agostini	\N	\N	actress,casting_department	tt0316463,tt0279083,tt0396112,tt0278304
nm0013204	Bruno Agostini	\N	\N	actor	tt0056801
nm0013205	Carole Agostini	\N	\N	actress	tt0126143,tt0110890
nm0013206	Claude Agostini	\N	\N	cinematographer,writer,camera_department	tt0069214,tt0092582,tt0082484,tt0092038
nm0013207	Diana Agostini	\N	\N	actress,producer	tt5225338,tt0092035,tt0099674,tt1302006
nm0013208	Didier Agostini	\N	\N	actor	tt0493290,tt0785076,tt0082436,tt0113721
nm0013209	Emmanuel Agostini	\N	\N	production_manager,miscellaneous	tt0093481,tt0097405,tt0115638,tt0499643
nm0013210	Franco Agostini	\N	\N	actor,miscellaneous	tt0069073,tt0073726,tt0067035,tt0068463
nm0013211	Giacomo Agostini	1942	\N	actor	tt0065395,tt0065732,tt0122998,tt0164503
nm0013212	Gino Agostini	\N	\N	actor	tt0157372
nm0013213	Gloria Agostini	\N	\N	music_department,soundtrack	tt0116242,tt0343544
nm0013214	Helder Agostini	1990	\N	actor	tt0457052,tt0087305,tt1124062,tt1321713
nm0013215	Hertha Agostini	\N	\N	actress	tt0247004,tt0353417,tt0033896
nm0013216	Jean-Paul Agostini	\N	\N	camera_department,cinematographer,assistant_director	tt1247640,tt2172934,tt0473753,tt0416496
nm0013217	Lina Agostini	1939	\N	writer	tt0072036,tt0073539
nm0013218	Lucio Agostini	1913	1996	composer,music_department,soundtrack	tt0366212,tt0075640,tt0348926,tt0367224
nm0013219	Marisa Agostini	\N	\N	script_department,miscellaneous,assistant_director	tt0086434,tt0086779,tt0088940,tt0183477
nm0013220	Patricia Agostini	\N	\N	writer,cinematographer	tt7731992,tt0114859,tt0238827,tt0378993
nm0013221	Philippe Agostini	1910	2001	cinematographer,director,camera_department	tt0041738,tt0216999,tt0048021,tt0052737
nm0013222	Renato Agostini	\N	\N	special_effects,miscellaneous,actor	tt0362270,tt0489099,tt0298814,tt0238380
nm0013223	Rita Agostini	\N	\N	script_department,assistant_director,casting_director	tt0069995,tt0085124,tt0088940,tt0086779
nm0013224	Sergio Agostini	\N	\N	assistant_director,miscellaneous	tt0043909,tt8917978,tt0043304
nm0013225	Stéphane Agostini	\N	\N	camera_department	tt0401711,tt0310203,tt0281108,tt0094947
nm0013226	Tina Agostini	\N	\N	miscellaneous,production_manager	tt1446684,tt2326910,tt0096623
nm0013227	Vince Agostini	\N	\N	sound_department	tt0271022,tt0142804,tt0198586,tt0207919
nm0013228	Gary Agostino	\N	\N	actor	tt0306699,tt0112385,tt0307526
nm0013229	Mark Agostino	\N	\N	sound_department,music_department,camera_department	tt0294870,tt0319061,tt2361317,tt7653254
nm0013230	Pierre Agostino	\N	\N	actor	tt0079300,tt0066285,tt0091380,tt0146205
nm0013231	Salvatore Agostino	\N	\N	actor	tt0118566
nm0013232	Vincent Agostino	\N	\N	production_manager,assistant_director,actor	tt2820852,tt0377062,tt1596343,tt1583421
nm0013233	Giovanni Agostinucci	\N	\N	production_designer,art_department,costume_designer	tt0071667,tt0131458,tt0223571,tt0091921
nm0013234	David Agosto	\N	\N	writer,director,editor	tt1276438,tt0225181,tt1764651
nm0013235	Juliana Agosto	\N	\N	writer,director,miscellaneous	tt0310605,tt0329886,tt0480311,tt0370209
nm0013236	Karina Agosto	\N	\N	miscellaneous	tt0166621
nm0013237	William Agosto	1934	2008	actor	tt0096978,tt0390408,tt0330629,tt0319238
nm0013239	Gaby Agoston	\N	\N	actor	tt0088462,tt0091525,tt0092521,tt0096338
nm0013240	Pierre Agoston	\N	\N	art_department,set_decorator	tt0111495,tt0110780
nm0013241	J.P. Agostoni	\N	\N	cinematographer	tt0064181
nm0013242	Carlos Agostí	1922	2002	actor	tt0059858,tt0053600,tt0402142,tt0057857
nm0013243	Francisco Agudín	\N	\N	actor	tt0120946,tt0068436,tt0068944,tt0072011
nm0013244	Louis Agotay	\N	\N	writer,director,editor	tt0871999,tt0871990,tt0043518,tt0872034
nm0013246	Charlotte Agotz	\N	\N	actress	tt0135839,tt0044169,tt0246298,tt0140003
nm0013247	Sid Ahmed Agoumi	\N	\N	actor	tt1155101,tt0378060,tt0065234,tt1332613
nm0013249	Nabil Agoun	\N	\N	actor	tt0113731
nm0013250	Emile Agoust	\N	\N	actor	tt0185742
nm0013251	Dominique Agoutin	\N	\N	actor	tt0451749,tt0239670,tt0184099,tt0226708
nm0013252	Soviet Agoyan	1924	1992	production_designer,art_department	tt0166098,tt0174305,tt0063752,tt0078450
nm0013253	Arsenio Bhoy Agpoon	\N	\N	actor	tt0378297,tt0347547,tt0251433,tt0118912
nm0013254	Paulo Agra	\N	\N	actor	tt1458516,tt0113130
nm0013255	Agradoot	\N	\N	director,writer,producer	tt0048574,tt0151204,tt0149774,tt0049882
nm0013256	Agragami	\N	\N	director,writer	tt0149875,tt0151765,tt0049707,tt0152284
nm0013257	Carlos Joshua Agrait	\N	\N	actor	tt0114888
nm0013258	Müjgan Agrali	1950	\N	actress	tt0468260,tt0334952,tt0434005,tt5986116
nm0013259	Türkan Agrali	1953	\N	actress	tt0428721,tt0192993
nm0013260	Ahmed Agrama	1955	\N	producer,sound_department,editorial_department	tt0416781,tt0432345,tt0088595,tt0082237
nm0013261	Frank Agrama	1930	\N	producer,director,writer	tt0082237,tt0075113,tt1111282,tt0068202
nm0013262	Jehan Agrama	1959	\N	producer,miscellaneous,soundtrack	tt0416781,tt0088595,tt0091862,tt1103173
nm0013263	Adrian Agramonte	\N	\N	producer	tt0129806,tt5648668,tt5554406,tt0114015
nm0013264	Francisco Agramonte	\N	\N	actor,writer	tt0021270,tt0041993
nm0013265	Señor Agramonte	\N	\N		tt0022014
nm0013266	Y. Agramov	\N	\N	actor	tt0029816
nm0013267	Víctor Agramunt	\N	\N	miscellaneous,actor	tt0451607,tt0460092,tt0083780,tt0090258
nm0013268	Linda Agran	1947	\N	script_department,producer,miscellaneous	tt0124915,tt0103902,tt0115130,tt0085111
nm0013269	Zakhar Agranenko	1912	1960	writer,director	tt5849988,tt0049001,tt0051855,tt3303066
